,fitting_params,freq_range,Subject,run,label,offset,log_knee,exponent,r_squared,error
0,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,LCM1,-9.4373480677543,0.14798266462081425,2.483746917694933,0.9916931493137222,0.07997890878394355
1,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,LCM2,-9.985412129450129,0.3984409024848308,2.6585359966267808,0.9977600224682879,0.037279240230614526
2,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,LCM3,-10.038463880936247,0.16469411738690093,2.2557489679491725,0.9939068484599862,0.06056197217457805
3,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,LCM4,-10.070209876007766,0.10819372988876869,2.1712686197740347,0.9925276795820205,0.06495163558106037
4,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,LCM5,-10.107103106134415,0.28000369638995365,2.3995558191050024,0.9974270754773759,0.03642997334888328
5,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,LCM6,-10.018143078600938,0.24863445439174858,2.4175386214661243,0.9922657038230854,0.06518461553632428
6,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,LCM9,-10.215993392395381,0.8091318475910454,2.91026904381948,0.9976444936835831,0.03601120891323603
7,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,LCM10,-9.5329478422741,0.4627061083005618,2.749752825991865,0.9982671854563563,0.034116269152779835
8,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,LCM11,-8.981233461460848,0.22341629993110199,2.7286154057483745,0.9990983159387357,0.026935550514150974
9,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,RCM1,-9.981916534219366,0.39938822747729924,2.505925758360669,0.995023291258538,0.05845100589618641
10,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,RCM2,-10.058855862079819,0.12491500215778845,2.2283409156935585,0.9930399040492273,0.06196412412462133
11,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,RCM3,-10.15437346032,0.19934289406936223,2.2638924199307904,0.9935381189672108,0.05428988273742908
12,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,RCM4,-10.017578355612914,0.1804376272571643,2.359939650464731,0.9896852890052646,0.072513878719353
13,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,RCM5,-9.906498439648008,0.20614703977135157,2.453928497534201,0.9889470111845425,0.07764033125589447
14,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,RCM6,-9.82189250256318,0.14610636702977484,2.3361610604510714,0.9914128767924849,0.06291037234865753
15,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,RCM9,-9.764317982591008,0.5563436640527123,2.662592547421913,0.9971688425354591,0.03701790382256803
16,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,RCM10,-8.903906539249993,0.3452437745072439,2.804131170180625,0.994283446733423,0.05362833144259202
17,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-01,RCM11,-9.174174706844767,0.38590058039191316,2.9135724774163143,0.9947185296724801,0.06434454911772869
18,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,LCM1,-9.504890991503848,0.2661501673849467,2.6034722395519276,0.9961437253246698,0.048186739073051175
19,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,LCM2,-9.966082371588485,0.3715958649810535,2.566332542379017,0.992881807901584,0.07504549763818559
20,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,LCM3,-9.973254327636798,0.12908128568307264,2.251886488414455,0.9935702756848952,0.06339656319862771
21,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,LCM4,-10.011037771148152,0.08679365643027985,2.1913313364778646,0.9932873313874993,0.06229832545969742
22,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,LCM5,-10.012866286814672,0.3126216431722848,2.503808430759462,0.9987463053282324,0.02683465198309361
23,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,LCM6,-9.943111606932908,0.3436915901686493,2.621291378794257,0.9979646116332376,0.03251083203285711
24,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,LCM9,-10.165357454162528,0.8073987927206016,2.9319164633649377,0.997526412432227,0.036183981579066715
25,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,LCM10,-9.558758873293653,0.5132607765164555,2.804839794608889,0.9969288663059664,0.039730724627222935
26,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,LCM11,-8.936613719704074,0.23017092800520503,2.741165715119224,0.9988031060559274,0.031582724271061326
27,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,RCM1,-9.900522593774594,0.36626807840963677,2.516351165137377,0.9982783936515909,0.032807042881345984
28,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,RCM2,-9.988850394198499,0.24333986141591946,2.3925598842773046,0.9965738498159876,0.040862263893559396
29,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,RCM3,-9.945065056771393,-0.0800527459414657,2.1359246917319035,0.984139321804323,0.0991457987735506
30,fooof_1-150hz_r4_bw1_pw25,1-150hz,EM1021,run-02,RCM4,-9.824432235220467,0.13758772827970184,2.4165377087332356,0.983862338529684,0.08919214938467118
