,subject,session_id,electrode,localization,fooof_export_path,CF1,PH1,BW1,CF2,PH2,BW2,CF3,PH3,BW3,CF4,PH4,BW4,CF5,PH5,BW5,CF6,PH6,BW6
169,sEEG-1029,0,LP1,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP1-fooof.json,2.7148885820081405,0.6100341438902959,1.0111023237388526,5.133173191192643,0.146851670340574,3.606067510060793,10.762483019968597,0.10135171992945047,9.330781502524847,75.3,0.08138157855795214,26.99980161761952,199.68,0.12245795284787597,39.37013421726217,,,
170,sEEG-1029,0,LP2,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP2-fooof.json,1.6468526379951052,0.28962197728221284,2.2896752166394214,50.212,0.09720840293770827,39.61333715235633,83.05452903729466,0.10601529180743441,24.961438096905834,84.5291165704848,0.10251614866350067,5.1030192957850105,,,,,,
171,sEEG-1029,0,LP3,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP3-fooof.json,5.879366564266227,0.3339486818182795,2.041450086800149,19.573347569774107,0.16554545358965456,21.91097635455027,168.9290177535641,0.11107004721893077,29.59502972314389,178.3879511213781,0.17158748365072185,5.8568456294322155,184.49601096749208,0.19900285649554483,3.5225756697124293,198.73892421692642,0.25618722388874104,17.756971115686753
172,sEEG-1029,0,LP4,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP4-fooof.json,1.6946949552029318,0.5564972743961771,1.488888374598288,8.15506254817854,0.15652432810761674,2.40483435779357,9.40732393541468,0.13877344994829421,1.558487784047684,20.709621220867604,0.18694541469910497,11.174498860604942,34.343044064487756,0.16568470914805644,15.934909675232413,198.15586231967586,0.1437003034936435,50.0
173,sEEG-1029,0,LP5,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP5-fooof.json,2.088544853747413,0.23949378382152986,1.4912151203937174,16.57937758798594,0.17910597640371861,2.7829022841828315,22.990883429515208,0.1189970294171161,9.97442207031506,30.257116570484794,0.12753748926617092,17.996062529291905,,,,,,
174,sEEG-1029,0,LP6,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP6-fooof.json,2.1109216370318884,0.32304724798341944,1.0595345041855715,34.21990799669678,0.08943696962789183,50.0,,,,,,,,,,,,
175,sEEG-1029,0,LP7,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP7-fooof.json,7.204000000000001,0.33705453913261785,1.7396999419593564,9.112358202627858,0.2169990338679444,1.70014729565499,17.48843078040919,0.16310268496665792,4.668185417547166,20.302138647510844,0.24940207739275166,10.581860232910572,26.1462532842414,0.30266814400610365,12.23269164988724,191.0729265802347,0.18387014191947237,50.0
176,sEEG-1029,0,LP8,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP8-fooof.json,7.365583960917677,0.2226858100243394,2.204113784035896,23.901098207495103,0.1510134950826867,13.43344340468412,,,,,,,,,,,,
177,sEEG-1029,0,LP9,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP9-fooof.json,,,,,,,,,,,,,,,,,,
178,sEEG-1029,0,LP10,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP10-fooof.json,,,,,,,,,,,,,,,,,,
179,sEEG-1029,0,LP11,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP11-fooof.json,,,,,,,,,,,,,,,,,,
180,sEEG-1029,0,LP12,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP12-fooof.json,26.582363074951523,0.24554732196216733,5.297240871838605,34.532937622688856,0.1387492661575056,7.3749544584057825,46.36420446261172,0.117822189340135,14.491084428686214,,,,,,,,,
181,sEEG-1029,0,LP13,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP13-fooof.json,26.37074612667919,0.3143712632386144,4.887952408171605,42.481191616146994,0.12880756842747942,17.34220736494176,193.15970094918194,0.07047813399875125,42.270347464519304,,,,,,,,,
182,sEEG-1029,0,LP14,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP14-fooof.json,51.19789950226666,0.121215768806481,26.070734306836744,,,,,,,,,,,,,,,
183,sEEG-1029,0,LP15,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LP15-fooof.json,28.461026868698976,0.2043720382047347,24.66889926452436,165.2777668590304,0.1496011917963962,50.0,167.388,0.15734675644652008,9.577295517258603,176.19507523291236,0.15843708203709994,20.275297912891833,182.64835477155174,0.150742702318853,29.62090942982552,198.21287630090703,0.14173044841956361,19.11709858621306
185,sEEG-1029,0,LCM2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LCM2-fooof.json,1.4377668590304111,1.5220189446132864,2.774237810347365,29.72299817634006,0.21896234136936776,6.553127618909239,179.42978251127118,0.23048389335270514,50.0,,,,,,,,,
186,sEEG-1029,0,LCM3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LCM3-fooof.json,1.7183251442728076,1.5324663858212233,2.3417661367255582,24.028,0.354029546379504,3.3704863792552806,28.685057028979926,0.6512207607002605,6.3766577759694645,34.50793859190838,0.3121291332708793,8.890446744222434,186.58201493755976,0.17042925241113238,50.0,,,
187,sEEG-1029,0,LCM4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LCM4-fooof.json,3.254325144272808,0.5072591296498921,6.9834430069817985,28.827176376578905,0.6116113977171196,7.736900582090472,187.2937668590304,0.1627665536916929,50.0,196.1685718281164,0.20393056126964204,1.1508463396202115,199.68,0.17973424372362956,6.8010534832819936,,,
188,sEEG-1029,0,LCM5,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LCM5-fooof.json,1.024,1.1501630205860618,6.646933629633662,159.08465028854562,0.12200352772215517,27.978213275384434,184.7478027856146,0.162553454070272,50.0,,,,,,,,,
189,sEEG-1029,0,LCM6,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-LCM6-fooof.json,1.024,1.0799839630488428,3.968380653161963,29.987901026783355,0.13811142011184963,7.567885688631266,160.732,0.1411531707950182,50.0,,,,,,,,,
198,sEEG-1029,0,RPS7,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RPS7-fooof.json,1.024,0.4747438427471984,1.7354969791438613,5.639413095699103,0.28731841935160674,3.9059965168054394,34.36420838951064,0.891205849712799,8.213979974178553,51.25290770263672,0.11447410068118202,11.313562066632475,,,,,,
199,sEEG-1029,0,RPS8,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RPS8-fooof.json,3.985655144187456,0.22544961206145153,6.1565464822502625,32.410732658168186,0.8312746164951825,11.799413518455296,,,,,,,,,,,,
200,sEEG-1029,0,RPS11,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RPS11-fooof.json,1.4406789212887994,0.5093421324825247,8.776450590620321,31.540133744520105,0.3560057553510614,8.624418848251882,,,,,,,,,,,,
201,sEEG-1035,0,RCM4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-RCM4-fooof.json,5.050023135256322,0.9691333310113279,4.762263170637233,8.639992649651619,0.652381281319915,7.837017473002145,12.7750498011506,0.5024992617513035,4.347560775012183,16.557774780193242,0.31940220858710155,8.955311594240527,18.722695910834528,0.21855084026808314,27.561209723528773,177.92853845324433,0.33189854386519535,50.0
202,sEEG-1035,0,RCM16,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-RCM16-fooof.json,6.448634241526058,0.8115216395383982,2.733070467351975,11.699295925240628,0.6552280618431041,8.623867034290695,17.719304945417033,0.5272943641651562,2.582993426956938,21.360840686416168,0.3780925006148266,3.714302167776994,25.7626940190304,0.20039410503144595,6.550459194889306,,,
203,sEEG-1035,0,LCM2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-LCM2-fooof.json,3.0911701753506398,1.1383039778430604,1.9175681778285467,8.605630474850908,0.8349245429414136,8.58248796480779,20.575291811826574,0.2633408718385457,10.750266187125261,31.379349711454385,0.2212385118520963,2.6497603033645105,35.377116570484795,0.007897998411499074,14.871921425061291,177.43998083042703,0.4221531551298199,50.0
204,sEEG-1035,0,LCM3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-LCM3-fooof.json,3.01207698638914,1.3799307691184648,5.4457588928848795,9.910325144272807,0.7622302502655174,9.389091189906557,32.319451654810194,0.7143001683636605,2.2098369449916313,143.4582331409696,0.17680460778984042,50.0,,,,,,
205,sEEG-1035,0,LCM4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-LCM4-fooof.json,2.616320374638994,1.1010799265295255,2.637173073201946,5.3072773039432395,0.7509191374882729,10.402203204042808,13.247013635258305,0.20349475757919677,7.694204101819396,157.732,0.08580815469880854,10.187789235065768,168.40849212910317,0.09660960332592339,24.228454247700466,193.62815139352733,0.1317591581872133,37.37594732238203
206,sEEG-1035,0,LCM5,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-LCM5-fooof.json,1.0899898017453116,1.6136471462072937,17.769130954620394,195.6849543330631,0.2837876842423839,43.32041722338962,,,,,,,,,,,,
207,sEEG-1035,0,LCM6,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-LCM6-fooof.json,5.565792452015047,1.2179864360943107,15.072022148661897,73.5902016138349,0.11202033091911545,8.329256396758487,81.12298800501202,0.10886873155153154,6.546703930070195,,,,,,,,,
210,sEEG-1035,0,LCM16,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-LCM16-fooof.json,5.241533108266141,0.37242783114250244,1.2452910229573395,13.225409878902285,0.2613688362743183,14.105809719611143,16.9341881920353,0.28904808204435817,13.13462026126325,72.4941398307473,0.17847510636766728,25.814060340999326,192.98389344859046,0.1283071392840327,37.73890327092164,,,
211,sEEG-1035,0,RCM2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-RCM2-fooof.json,5.403193548004866,0.9385888286033026,5.049592876569378,12.553367040238502,0.6143248635647769,11.680931731961875,14.488285583355594,0.5868572841873423,23.81290363596073,25.366383759593965,0.3185264173927145,18.361629466346116,28.405157030576113,0.321251949020839,11.254577887676414,179.28726199704147,0.3701385722397639,50.0
212,sEEG-1035,0,RCM3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-RCM3-fooof.json,3.2941517308603854,1.0723032199993714,1.9598490736521608,6.2585671933598315,0.7384585677947495,4.135600031073286,11.23849720411068,0.4588385257260921,7.377973051207971,23.13823314096959,0.13489484925653272,15.692039344245455,,,,,,
213,sEEG-1035,0,RCM13,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-RCM13-fooof.json,3.3959857851665984,0.8966940957966365,2.168127741935786,7.281272956578396,0.8406834342534175,5.783152223500543,14.00632514427281,0.40867672965585733,7.891853178837273,21.791226635790622,0.23864582222616804,5.865996950592387,25.64391784805002,0.16567902722504968,8.570702744557286,148.4593884234371,0.4675517441098318,41.78705989599156
214,sEEG-1035,0,RCM14,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-RCM14-fooof.json,3.6506148842823793,0.7645473047967108,2.2781002465742946,8.03504090668276,0.7939589431620107,9.340722957476306,151.31786627367623,0.4060205693557588,39.14830737991842,,,,,,,,,
215,sEEG-1035,0,RCM15,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-RCM15-fooof.json,14.06149301381,0.6535926185551855,17.045100791802295,151.55094731361208,0.29563663338102764,40.56150565018455,189.0300885666853,0.1434934020622478,18.995012435647805,,,,,,,,,
216,sEEG-1035,0,LCM13,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-LCM13-fooof.json,74.82992972487742,0.26905428974658463,46.246204396816644,101.63674592008849,0.13567528075144786,12.27263821494378,,,,,,,,,,,,
217,sEEG-1035,0,LCM14,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-LCM14-fooof.json,2.9262407057066695,0.2917358508447272,1.5784704156565716,5.0909729967844,0.28206234711068845,1.6312127935445409,61.87049768100345,0.34529978096283465,34.62891251245292,87.98531794295447,0.27508328902712265,49.78457584179592,114.14,0.1263021279548031,14.170654551349886,,,
218,sEEG-1035,0,LCM15,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1035-0-LCM15-fooof.json,64.98148574085305,0.36168275715678533,32.50548132493549,96.7416002989284,0.18428060106122324,38.795365029355594,,,,,,,,,,,,
0,sEEG-1061,0,RFIa1,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-RFIa1-fooof.json,2.004012495194131,0.21646655991921548,1.530542261061359,5.701056864356435,0.36591390261190426,2.339925163423697,12.268677691744145,0.5506382601717625,6.113583140703406,20.567532779035343,0.3144413168823412,5.998059656507854,27.68066369939593,0.2958611258714292,6.305992225871752,,,
1,sEEG-1061,0,RFIa2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-RFIa2-fooof.json,13.178746543890014,0.42490390513546217,4.048704578420804,25.01230998398374,0.2262560759719907,7.422585726303556,32.963926832393796,0.2768673305205045,1.924389986241719,64.72189437267762,0.30993667397816793,13.467807178505433,,,,,,
2,sEEG-1061,0,RFIa3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-RFIa3-fooof.json,36.15553371806082,0.1019119133373021,50.0,50.772093792044316,0.322387155962641,13.280575730969627,61.075349711454386,0.5201826835466061,10.601339482091548,69.28568231556184,0.6095679920031873,8.337158757928128,,,,,,
3,sEEG-1061,0,RFIa4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-RFIa4-fooof.json,14.21661758846018,0.18793179987470943,1.7343935118982376,44.146558857986065,0.1494666443850612,26.862865215830514,54.70436032136907,0.2114830752145611,16.822850940870083,68.09243419988573,0.34910670372123676,10.467692213686417,,,,,,
4,sEEG-1061,0,RFIa6,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-RFIa6-fooof.json,1.0246712393955686,0.07933013796139043,9.424534400860185,4.233301355477257,0.3473566442454228,3.731440790152665,32.6650856061762,0.4020382180867976,2.2640766593958266,44.987748181127245,0.4122049675263515,7.718322728421175,60.015959337964944,0.6116463892118684,1.0,181.724,0.15117494946635723,50.0
5,sEEG-1061,0,RFIa7,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-RFIa7-fooof.json,2.5271057554796315,0.21902894479493895,2.30162007957875,13.0290604034692,0.2377387469849399,4.0597763113959235,59.97080981541621,0.44281591527227704,1.0,180.05991929285815,0.11803388512952573,1.0,,,,,,
6,sEEG-1061,0,RFIa8,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-RFIa8-fooof.json,10.312413991155816,0.16353594426681717,1.4690049433416945,13.200167414501943,0.22539324435922659,4.2644515707677435,60.00999254095928,0.6997874232208119,1.0,180.0224734016055,0.30144413903720846,1.0,,,,,,
7,sEEG-1061,0,RFM11,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-RFM11-fooof.json,3.022883429515205,0.9559829213454254,4.849908766740247,91.99672808594516,0.41196959313808,50.0,,,,,,,,,,,,
8,sEEG-1061,0,LFIa1,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-LFIa1-fooof.json,6.099525537798488,0.31079400397116075,2.2075837199262347,12.203877059459915,0.6083207048713515,4.29699488843301,18.705934889972834,0.40850647576530186,16.053673767161108,60.00457722457016,0.22930426489081235,1.0,,,,,,
9,sEEG-1061,0,LFIa2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-LFIa2-fooof.json,2.630895460357899,0.22470357491787674,1.8740589147081799,7.77311318745626,0.3733842744963578,3.907919042631424,13.47104853261733,0.5849007267958495,3.5874294174367876,20.42024701899037,0.4561652398944993,8.938252766481028,32.77130892434178,0.17698603985325434,1.5064996723708275,,,
10,sEEG-1061,0,LFIa3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-LFIa3-fooof.json,2.739388929106879,0.153460671722236,10.186844913704336,7.067204962784952,0.27995467653804695,1.0,14.300318959631939,0.28881179333080986,4.1454816566886805,21.614190199089112,0.3475551830686747,3.9444052228406488,,,,,,
11,sEEG-1061,0,LFIa4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-LFIa4-fooof.json,3.8477496984043005,0.658444840443515,5.7745052724513215,11.567887575524649,0.2168280807912808,8.509697020269016,21.627574479612658,0.25870417768351217,2.421861939889259,59.9866030916509,0.47102660566177157,1.0,171.87038538995134,0.13512656106063048,46.40159397312205,196.19594780768702,0.1867266434113546,21.23903218427683
12,sEEG-1061,0,LFIa6,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-LFIa6-fooof.json,2.7992580872548216,0.33511929341104896,2.211420129501316,16.51583813478537,0.6927719398605223,4.755717918240037,21.427554280304886,0.9062329313925463,3.935903768662006,60.02003457266299,0.5098677402143377,1.0,180.01717031053664,0.20617740945691665,1.0,,,
13,sEEG-1061,0,LFIa7,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-LFIa7-fooof.json,20.531841848687034,0.2827086242730559,4.227716028915947,56.19426214243273,0.15330082276072154,29.674373607750304,88.929985650175,0.1615250886971502,32.05753324023794,,,,,,,,,
14,sEEG-1061,0,LFM14,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-LFM14-fooof.json,4.737747246122025,0.379459645194574,2.308840333151908,7.291298849061266,0.855022151700604,1.7842831046556955,13.955550869870272,0.2991062111090965,4.16089741455978,43.95404894760048,0.45019915879786865,6.023022248878363,60.05275506814723,0.7944576548425406,1.0,180.0090391155184,0.7857009064568299,1.0
15,sEEG-1061,0,RFM9,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-RFM9-fooof.json,56.48010807292942,0.22331937635219568,50.0,99.74977961642401,0.2289889441108084,45.62709753199451,,,,,,,,,,,,
16,sEEG-1061,0,RFM10,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-RFM10-fooof.json,59.96699338821887,0.3736041533033312,1.0,82.02988817678326,0.3567547327633278,50.0,120.71343879115982,0.1761301327989795,31.1480790261366,,,,,,,,,
17,sEEG-1061,0,LFM9,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-LFM9-fooof.json,1.0244718675643,0.36231186898766055,3.071498094472073,7.133477436287582,0.6269010959597434,1.1563822115260474,14.515817451396487,0.16442400549139435,1.0,26.44167485572719,0.09346243448319669,50.0,,,,,,
18,sEEG-1061,0,LFM10,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-LFM10-fooof.json,2.906479562248488,0.4333047946880164,4.786927013720559,6.924157017077693,0.6219039513729605,1.5886412303174011,59.96982278357624,0.37697476533099383,1.0,179.9973355253631,0.2626262358698188,1.0,,,,,,
19,sEEG-1061,0,LFM11,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-LFM11-fooof.json,3.2038319830325612,0.15323075546914744,4.518182015655526,7.125227304714127,0.4145670173765641,1.391658387659077,59.984070102739004,0.25230795003319706,1.0,92.70266951366283,0.22455679005091156,43.1428134510899,,,,,,
20,sEEG-1061,0,LFM12,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-LFM12-fooof.json,6.055313919791979,0.3909975605184073,1.6063916705807102,7.313544234590337,0.5696152241638046,1.1249289696675882,89.21645279799175,0.2743983237992875,47.57083914804762,,,,,,,,,
21,sEEG-1061,0,LFM13,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1061-0-LFM13-fooof.json,7.093617221580808,0.5243598164661503,2.4729984655692756,43.87625518629054,0.33962193921094475,6.108780752283558,90.93486291942816,0.14028475532405338,30.514060757275686,107.314065450649,0.1697261518965032,18.171373746657355,,,,,,
22,sEEG-1063,0,LCS1,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LCS1-fooof.json,11.671014777682679,0.3298561589967335,8.518406591559328,19.573657138410645,0.7409123466952607,5.805515191633708,25.611160190466503,0.4482237552145243,7.623582087606041,178.55604951813208,0.3626540096283932,50.0,,,,,,
23,sEEG-1063,0,LCS2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LCS2-fooof.json,8.557612047217246,0.46489553640373593,1.1553131873451787,19.943107709758504,0.6514655619062886,13.108143018475467,179.78666719275165,0.32876582545649846,50.0,,,,,,,,,
24,sEEG-1063,0,LCS3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LCS3-fooof.json,4.2232224520649835,0.47786903057062524,4.604861168554682,9.060985748585471,0.45058433975608203,3.4028581920048073,14.102319225618315,0.35411822638934076,6.112813349769467,19.92897980704726,0.40454026684411204,4.1582736675828,26.52433127702316,0.396501291113422,7.195405217073265,,,
25,sEEG-1063,0,LCS4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LCS4-fooof.json,27.061513111407034,0.5938062822847936,1.6150440035014326,183.7397696036858,0.113977437187323,49.608117439143356,,,,,,,,,,,,
26,sEEG-1063,0,LCS5,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LCS5-fooof.json,1.024,1.4754837899091022,4.1381814669495505,27.088481468596008,0.8301818691857701,2.0960583659826604,59.94824294739863,0.1701441515737674,1.0,180.03002714461246,0.34332908890779024,1.0,184.71356237701147,0.1679609155477717,50.0,,,
27,sEEG-1063,0,LCS6,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LCS6-fooof.json,10.204,0.02860004001960803,1.0221586169170798,27.047540901429784,0.8798342684364417,1.5893954874877199,34.33897543281842,0.08430433045397834,50.0,48.93352349692161,0.16126453326580403,19.26154013738321,182.83311657048478,0.1101919385688781,49.5398295856032,,,
28,sEEG-1063,0,LCS8,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LCS8-fooof.json,1.7183251442728076,1.042030600006763,6.518039673108045,6.094883429515206,0.4150671717331491,26.224225492064438,59.97610415814369,0.09937699643029774,1.0,175.0057668590304,0.21436821409780116,35.66231090743323,179.61567670469208,0.2178859851058803,50.0,,,
29,sEEG-1063,0,LCS9,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LCS9-fooof.json,7.204000000000001,0.39932142811028903,8.491052840760924,26.96431347193753,0.43739664259735456,1.5718701140628046,180.15783525236785,0.25003352935297407,50.0,181.724,0.2495214748416945,40.580879453344174,,,,,,
30,sEEG-1063,0,LCS16,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LCS16-fooof.json,48.39880495513788,0.4440974790325196,25.140638857264303,,,,,,,,,,,,,,,
31,sEEG-1063,0,LPIa8,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LPIa8-fooof.json,4.384820338079452,0.4611623884834728,1.905349124588612,27.209578921490746,0.4924656930266007,15.773185247136588,59.95952668665721,0.13741906261505576,1.0,,,,,,,,,
32,sEEG-1063,0,LPIb7,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LPIb7-fooof.json,1.9988834295152058,0.7609518026076678,4.3102727154930305,8.807230850433529,0.2236437290844666,1.0,27.880972729156227,0.27147791219406514,8.323880405400288,52.64458276738075,0.1974943584038762,33.619358256687406,,,,,,
33,sEEG-1063,0,LCS15,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LCS15-fooof.json,1.024,0.620356611468214,7.399456506415704,26.99485336022245,0.2092529520792059,5.4500575100517015,47.69330455523123,0.44845635330762335,25.308658954661357,,,,,,,,,
34,sEEG-1063,0,LPIa4,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LPIa4-fooof.json,6.094883429515206,0.4527171379205761,7.295440266551805,51.79277768583367,0.2558458318219401,38.982639728402695,,,,,,,,,,,,
35,sEEG-1063,0,LPIa5,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LPIa5-fooof.json,28.19882541237131,0.2412214122146885,6.9413979749855415,47.623444995533184,0.1984983419672801,28.71494784271667,180.04425030237357,0.44323004048500714,1.0,,,,,,,,,
36,sEEG-1063,0,LPIa6,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LPIa6-fooof.json,4.648284845587027,0.35841400310987126,3.2901940184752902,24.960578950705777,0.26974246532837753,10.546133864055081,38.653458609094415,0.1439096230508632,17.30801155894715,59.99752500057602,0.33735969690153134,1.0,181.724,0.23021647790344701,50.0,,,
37,sEEG-1063,0,LPIa7,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LPIa7-fooof.json,4.581562207928273,0.4372059250731244,2.3187220290879016,18.89386082146191,0.25490417038587765,8.20169426780235,26.55413519336253,0.45599287446013115,9.136810277856318,39.570969757935444,0.1543923195684691,10.697875269070783,,,,,,
38,sEEG-1063,0,LPIb2,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LPIb2-fooof.json,6.094883429515206,0.40820199824563197,7.908521684684682,60.00263257572139,0.3834754870858994,1.0,64.06063394129598,0.19710022146061412,28.24702229411295,186.11126838984623,0.1476831159492651,48.92507554086859,,,,,,
39,sEEG-1063,0,LPIb3,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LPIb3-fooof.json,8.860389884496023,0.5319533486479422,1.8874502888009772,26.2847378277447,0.3605007737444179,12.072624464453641,46.107974949532085,0.272143954881523,10.843286253073327,59.98605212835358,0.2220227938366488,1.0,180.0495045404678,0.448496633007359,1.0,186.14167216685206,0.2889806530018699,50.0
40,sEEG-1063,0,LPIb4,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LPIb4-fooof.json,4.0769463832545165,0.33431691599263225,3.143195996003425,8.804944416429688,0.2779376184558231,1.0,26.969271339947866,0.4776910352833088,8.065060207780913,46.13661253024892,0.2914467297078982,20.239462868512202,,,,,,
41,sEEG-1063,0,LPIb5,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1063-0-LPIb5-fooof.json,1.024,0.7162101789957269,4.583252202826723,8.649803556821578,0.337046593006594,2.222451368401963,43.12511432290518,0.2858457589590344,25.565013751329268,180.02230517656486,0.32608959610347554,1.0,196.1528577169742,0.1617754574163488,32.584232845762415,,,
