,subject,session_id,electrode,localization,fooof_export_path,CF1,PH1,BW1,CF2,PH2,BW2,CF3,PH3,BW3,CF4,PH4,BW4,CF5,PH5,BW5,CF6,PH6,BW6
75,sEEG-1021,2,RCM10,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1021-2-RCM10-fooof.json,3.5494350298164523,0.36016274137525706,2.1680014346783154,18.908,0.19193999658301664,3.4162896260541995,28.274240712376887,0.3281712874486953,11.523636289646602,73.12066353742459,0.39071775168603473,28.333304643954133,96.72486740729889,0.19077835189395742,33.408314374248164,,,
76,sEEG-1021,2,LCM2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1021-2-LCM2-fooof.json,12.22848028289708,0.6450229694319969,20.41832151080101,59.89409422776359,0.09008829266042007,1.0,,,,,,,,,,,,
77,sEEG-1021,2,LCM3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1021-2-LCM3-fooof.json,3.8480414530998215,0.5247229009254006,3.3926181977839924,7.598789750819039,0.30690893824941234,9.098426568060349,13.519619764111129,0.44714737570730456,11.757056884575626,22.29062372073713,0.5897924526395624,8.689368504214237,181.43850307375348,0.3186022945852027,50.0,,,
78,sEEG-1021,2,LCM4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1021-2-LCM4-fooof.json,2.758612606135758,0.6154876274793128,1.6650477954273128,5.308989498961628,0.5319922012697642,3.533962453340162,10.289116570484794,0.126694003107648,11.407773546091192,23.05263887587616,0.1434934351635757,4.946536894040114,59.982158926292065,0.08493261521210194,1.0,,,
79,sEEG-1021,2,LCM5,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1021-2-LCM5-fooof.json,4.065901617613957,0.7152264601699052,6.887528815516342,20.98006596744881,0.31865278193240876,5.373222745730006,180.74594507975743,0.2371369976780251,50.0,,,,,,,,,
80,sEEG-1023,0,LPI1,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LPI1-fooof.json,4.558883429515205,0.2406210933424262,10.774163399201857,8.156217036769219,0.19173488977634,11.826860876850352,29.42252252797132,0.19513673453580083,4.693158007529463,51.88709937284484,0.1371758463866506,20.437294594427243,82.21130331756723,0.19287621664787835,37.11508815651882,,,
81,sEEG-1023,0,LPI2,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LPI2-fooof.json,1.024,0.8960968449104012,1.8376369495337486,8.142883429515205,0.3265496579336027,7.810947123204411,13.703723244558162,0.12925141145602126,2.579816704698308,76.81479316769526,0.3332654445759591,46.24563888864634,,,,,,
82,sEEG-1023,0,LPI3,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LPI3-fooof.json,9.01752460230627,0.15971433677507996,3.324013790774633,50.951146469354306,0.24626699951488717,15.478762634192442,67.45617277132351,0.2527977931540768,16.332395887131074,81.96940605650619,0.16038874829041916,27.044548166174263,194.32579813616752,0.12419908264949342,23.94034047631408,,,
83,sEEG-1023,0,LPI14,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LPI14-fooof.json,14.455780006812171,0.5085784390445696,15.655940440027129,59.92907510117299,0.15013300455018275,1.0,180.46608528550414,0.10602862444473438,19.015368378104505,190.93042751729544,0.1173314052630694,10.81885443723758,198.7051165704848,0.1764259802460213,11.061872487005118,,,
84,sEEG-1023,0,LCM1,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LCM1-fooof.json,20.359486147550477,0.9069939620042433,12.225797942934122,60.83132790515242,2.6194550606817302e-05,1.0,140.21933986093572,0.16739794862713886,38.44169133940949,190.82649627903976,0.3435715289112231,48.42279701912627,,,,,,
85,sEEG-1023,0,LCM2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LCM2-fooof.json,23.380228236565166,0.532498586599182,9.581189341226667,,,,,,,,,,,,,,,
86,sEEG-1023,0,LCM3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LCM3-fooof.json,19.049392275186236,0.31803535789302195,3.718751320437812,24.097632436354868,0.420746323875127,8.840459337957217,184.28208692276817,0.14249522291942895,50.0,,,,,,,,,
87,sEEG-1023,0,LCM4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LCM4-fooof.json,20.99916537879039,0.6682317209781345,9.649344634949097,29.407234711349048,0.158484696610115,18.99305137833988,181.379073501541,0.17757694585717232,50.0,,,,,,,,,
88,sEEG-1023,0,LCM5,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LCM5-fooof.json,5.814325144272807,0.13296500324151062,21.664310822709933,21.971959899985272,0.5006286922902223,6.615195085447649,59.97238156878182,0.585448693455044,1.0,169.09320857378802,0.18821483576418352,50.0,182.3211165704848,0.20447801460220916,50.0,,,
90,sEEG-1023,0,RPI1,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RPI1-fooof.json,7.608816873961473,0.3820623536513388,1.9707944636872197,50.88741733782112,0.17720832445310641,37.40293883980221,59.96551244360925,0.19765481617928238,33.0976017512851,69.53376685903041,0.17978474694372082,13.839056710509919,91.17697024382448,0.10622088872276336,33.547764676274724,,,
91,sEEG-1023,0,RPI2,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RPI2-fooof.json,7.898831689508375,0.5885009315422884,2.3784647728249317,13.15678941750069,0.3046299194668922,2.6129547061037957,49.36923274653353,0.1812064356600711,19.851605014721468,57.3217154267586,0.34289022575527994,10.14690401949559,69.90335406833924,0.12132525198138921,18.457966594392317,,,
92,sEEG-1023,0,RPI3,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RPI3-fooof.json,1.024,0.40422724205942195,1.5422996481267044,7.895801157684451,0.5240014134497688,2.1812067740796164,13.389602691868253,0.15814981296517772,2.778621992300237,57.72648984489352,0.3724832584973594,13.865765783227522,,,,,,
94,sEEG-1023,0,RPI16,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RPI16-fooof.json,6.486768693185991,0.3524140449193034,1.5436196693905075,12.895523053703943,0.6511531055334281,4.677958583697771,21.199148255361276,0.2436043456176904,8.976033892101178,22.78919434757605,0.22283644055669427,14.97302939613337,192.11159611688538,0.11241239697385375,40.928364918500684,,,
95,sEEG-1023,0,RCM1,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RCM1-fooof.json,1.0412727868088125,0.32215078646726525,7.455675615056276,20.4064925766976,0.2565550047761782,7.12806490696484,60.016633019467434,0.8630000387477281,1.0,178.21200000000002,0.12592147120822972,50.0,190.92688342951521,0.13645511757565565,22.306886053490103,199.09805859437077,0.13308573812825486,10.096627879244984
96,sEEG-1023,0,RCM2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RCM2-fooof.json,27.317824598765334,0.07820052158871249,23.943546998795494,58.404,0.1738264719999414,13.022526246591093,76.52784520791549,0.14934211178347212,50.0,122.33198104328149,0.096576584205609,45.24111822708658,,,,,,
97,sEEG-1023,0,RCM3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RCM3-fooof.json,61.75208776559404,0.1276126662076411,27.06197715001276,73.60124537349988,0.14729731432050386,4.650751488560543,83.65910913501193,0.1799384315592878,16.71254931389838,90.60096757381454,0.16954282308529578,31.113034214148186,107.32982982223638,0.15457635379891776,28.73628510414011,,,
98,sEEG-1023,0,RCM4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RCM4-fooof.json,22.96021823726823,0.43498176087870455,7.633994066803079,59.92669634203181,0.39784266709442484,1.0,179.89739287605792,0.18890777530819491,1.0,,,,,,,,,
99,sEEG-1023,0,RCM5,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RCM5-fooof.json,9.261668933314505,0.22342472272670122,8.572927330448472,19.162115737232135,0.7530371414691004,8.101905697913761,26.44425600361683,0.48437050001376747,7.809360008630071,139.8018361051542,0.20652155526224725,18.603249864602258,162.73190799669678,0.31481277693261234,50.0,,,
100,sEEG-1023,0,RCM6,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RCM6-fooof.json,20.97591883004696,0.7608772171213083,12.44749144712689,59.88628094546084,0.0790173610661764,1.0,126.79127187707273,0.11206174866537921,24.36247934650725,147.39122502840306,0.2109276479920279,24.27485584220691,190.69968305874394,0.3934212340682244,50.0,,,
101,sEEG-1023,0,LPI6,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LPI6-fooof.json,9.869493088610888,0.4328709187010116,3.8125801858697193,15.631178546366986,0.3781811740712495,6.226603312492521,,,,,,,,,,,,
102,sEEG-1023,0,LPI7,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LPI7-fooof.json,8.991258659557232,0.34751404255831453,3.4138637355886843,14.390498411593928,0.2624135213435199,6.435175208339166,,,,,,,,,,,,
103,sEEG-1023,0,LPI8,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LPI8-fooof.json,63.54408858851805,0.11843905437592639,27.359970566757728,75.83503691534696,0.15995018258451132,12.62381504893722,93.40577942503025,0.12902765194433563,33.8550480539391,,,,,,,,,
104,sEEG-1023,0,LPI9,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LPI9-fooof.json,14.315642210294081,0.15192227234357603,3.9651389677874445,74.68410237025057,0.10835550627462531,30.552922043354748,81.23633526171307,0.10025150759336299,19.66454695251983,,,,,,,,,
105,sEEG-1023,0,LPI10,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LPI10-fooof.json,14.344369814312046,0.43374175550785665,3.6994846033869746,23.8171042507594,0.21975833883934115,9.281543653834,192.54101629211172,0.12542963273844698,37.4392658925536,,,,,,,,,
106,sEEG-1023,0,LPI11,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LPI11-fooof.json,14.466091649016246,0.24465085008892018,3.630075354233152,57.30555752610886,0.04713956681474407,13.24333180296806,71.06976703408444,0.09494010604582392,34.55204486616985,81.88377153912137,0.11283309833073751,36.15027895413133,,,,,,
107,sEEG-1023,0,LPI12,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LPI12-fooof.json,12.539927228206272,0.3540096579687706,8.913985308627945,23.896173327092754,0.18654951696298028,8.506918190571406,,,,,,,,,,,,
108,sEEG-1023,0,LPI13,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-LPI13-fooof.json,12.0289831504344,0.4676958532788422,8.340465322970525,,,,,,,,,,,,,,,
109,sEEG-1023,0,RPI10,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RPI10-fooof.json,14.181890813938715,0.5773175817737304,6.791408035056705,18.92449905301849,0.39447531711687844,22.95745102894284,59.902854671087496,0.13201632900378257,1.0,164.30288342951522,0.20710762134122795,5.9954551973215215,191.4299545411639,0.3452470854478271,50.0,,,
110,sEEG-1023,0,RPI11,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RPI11-fooof.json,9.434456859540845,0.25639297402828554,1.0,13.713993220641736,0.7317451174635821,3.6989566818803246,18.47724046412955,0.46812157224227136,16.59364380027535,28.14539275929316,0.25117433708422787,17.728230751259833,188.3318123054285,0.40277591723934414,50.0,,,
111,sEEG-1023,0,RPI12,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RPI12-fooof.json,13.625828907298532,0.5586549488448966,3.9121762950639707,22.313014209323153,0.30588595179867717,12.71657124605064,167.71961235281967,0.20450125895106552,33.606441909424944,199.24556976318863,0.34670338555726943,29.80152333423962,,,,,,
112,sEEG-1023,0,RPI13,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RPI13-fooof.json,5.699181997017095,0.22498717151777647,1.0,13.487499859243576,0.36184316321257803,2.6877883563381784,17.59032514427281,0.16178475116070068,4.166932198055509,24.55896959680311,0.20707443263576408,7.63432797077037,199.67992311456797,0.27337034587228537,50.0,,,
113,sEEG-1023,0,RPI14,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RPI14-fooof.json,3.022883429515205,0.28264342042668567,4.724297921125027,13.71566886581454,0.24029783810575545,2.7540730668546436,24.08349175006167,0.15899576755581535,9.203596721373602,193.9152460469942,0.18968630084278892,40.97530675847085,,,,,,
114,sEEG-1023,0,RPI15,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-0-RPI15-fooof.json,3.022883429515205,0.3539452386307733,4.530155094360116,14.11240146590829,0.2721149556131106,3.1199297693110535,23.733195701340566,0.13327303832509507,8.917411941925725,177.10288342951523,0.08311849245408176,9.062007931358833,192.1613788614834,0.11418677993526849,37.66465804848143,,,
115,sEEG-1023,1,LPI1,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LPI1-fooof.json,2.7423251442728085,0.381145214854941,5.554908171559885,8.753148341679214,0.2137879844751982,2.2984532830632833,11.546997383648437,0.16906945880400137,2.9157211023822494,29.32458860759168,0.18998757160194124,3.800205792204067,76.30058418156149,0.2260190629026546,46.3913722731897,,,
116,sEEG-1023,1,LPI2,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LPI2-fooof.json,1.024,0.7246367679577226,5.106918755203278,10.190883429515207,0.3045901117821401,6.1507486717123765,79.31448499134488,0.34911799677195354,48.01685199054446,,,,,,,,,
117,sEEG-1023,1,LPI3,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LPI3-fooof.json,8.203376846849508,0.2086424533367257,2.3522991601978114,66.02639473521519,0.28375284125987577,36.87094891175367,193.6937327385008,0.11602523799549047,23.804135734391025,,,,,,,,,
118,sEEG-1023,1,LPI14,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LPI14-fooof.json,13.574075876164196,0.5406269855955728,13.302446656806636,59.94502428510403,0.13305136071507917,1.0,179.95941542651508,0.46063611033842733,1.0,189.9028834295152,0.16041920987396452,50.0,199.68,0.17221345208457528,34.5506562801936,,,
119,sEEG-1023,1,LCM1,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LCM1-fooof.json,6.577924294057787,0.21810028107184465,4.441220753712915,19.744920153581365,0.8956072700274724,8.602455904883634,21.112308195493416,0.9104366531043055,12.558232905760844,138.8011165704848,0.2316086423219872,19.767274448556538,148.44400000000002,0.24968394926109916,50.0,,,
120,sEEG-1023,1,LCM2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LCM2-fooof.json,20.29503804997522,0.31627231494788255,11.055827507694547,24.679784618387856,0.46064417903054533,9.669700407278265,169.97216402579593,0.09657928966693596,50.0,184.10290452535398,0.13521132660280344,13.596892531806256,196.53506912737566,0.14027856168189423,15.158614715568973,,,
121,sEEG-1023,1,LCM3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LCM3-fooof.json,14.469208573788015,0.05661848022465499,34.90541980233341,24.769260662346184,0.40458340164459017,7.985222519006141,185.44513167403363,0.15855555764706253,50.0,,,,,,,,,
122,sEEG-1023,1,LCM4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LCM4-fooof.json,9.792115068801115,0.18466559499242408,2.06996494802082,17.556213931858938,0.426562979111182,3.8574482949406934,22.791575582595343,0.5061257490196187,9.082420391069348,58.404,1.0295084518219255e-06,1.0,181.30334549783595,0.18342448244969134,50.0,,,
123,sEEG-1023,1,LCM5,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LCM5-fooof.json,7.286584673265566,0.1697085581244302,11.604285051167716,20.911423443891067,0.42955799177439147,7.018608257511678,22.543354604510082,0.46132144755327786,7.434393671768787,59.99811651060424,0.45545619294884787,1.0,179.3724838324341,0.20910256885610679,50.0,,,
125,sEEG-1023,1,RPI1,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RPI1-fooof.json,7.493646834864076,0.3882713759432068,2.161288206887589,63.06261644249109,0.2263645186875074,45.72442564258964,85.90528732936083,0.13675048730173422,22.862375829612244,,,,,,,,,
126,sEEG-1023,1,RPI2,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RPI2-fooof.json,7.841143028454909,0.5355889050599352,2.36997091476593,13.32383331338122,0.23377391198094344,2.4455071549680585,55.94268697243832,0.3371634069069387,16.245283461655983,76.17991360137418,0.09774330283796395,16.136014208962614,,,,,,
127,sEEG-1023,1,RPI3,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RPI3-fooof.json,7.744581089470264,0.4894489479321571,2.1628047631173835,57.566485676710975,0.3830719998527048,14.713213608111637,194.25638668245017,0.33630159013826244,50.0,,,,,,,,,
129,sEEG-1023,1,RPI16,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RPI16-fooof.json,6.412941156845791,0.15965843224707577,1.0607708602832584,13.10254739504853,0.5741663586616337,4.330849143298087,15.38356156932,0.45611092159741595,3.558654076831249,17.96711326158712,0.23722255625306765,3.6139500189674685,22.95883569500884,0.15025496530593507,5.436938467611014,,,
130,sEEG-1023,1,RCM1,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RCM1-fooof.json,2.2381995444395364,0.3659995483046288,4.471449216744222,21.252509799076122,0.2588184016963204,7.099649360536048,60.04133901784285,0.8080240130391445,1.0,181.21200000000002,0.11471387969288394,50.0,,,,,,
131,sEEG-1023,1,RCM2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RCM2-fooof.json,60.613076883217964,0.14592533659469353,50.0,73.40164331328714,0.15037475287788737,50.0,97.18778607287673,0.13526970507224867,34.231994632050366,126.94020130622556,0.08588323390651809,33.090338710006954,178.724,0.0004935759430111375,1.0,,,
132,sEEG-1023,1,RCM3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RCM3-fooof.json,1.958531676011443,0.6442168324992501,3.8888676696259514,56.82534363059367,0.12115691483721314,34.393632934705124,79.98860537550182,0.15009661554891096,33.377164622887236,100.38128640199339,0.1337686898149073,48.92211046831934,116.5536748557272,0.11093038259637567,44.43466001350847,,,
133,sEEG-1023,1,RCM4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RCM4-fooof.json,17.225472999919297,0.20298583122951008,2.3755760104843393,20.566937458363462,0.40433387480903527,4.604488408427287,25.070061860702378,0.3997662012338097,7.153313537513596,59.99188666212023,0.3823575297005828,1.0,180.0439326210034,0.2142139298010779,1.0,,,
134,sEEG-1023,1,RCM5,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RCM5-fooof.json,1.7183251442728076,0.11343362055825423,15.493655429143491,21.02707990555973,0.7358384784374756,11.431672851711442,28.692524951502705,0.29904175699238955,11.76306080833007,137.81261567582058,0.1612598645437302,33.9867351768652,189.06994765463756,0.34905290833866687,50.0,,,
135,sEEG-1023,1,RCM6,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RCM6-fooof.json,20.94011895594393,0.7249551812829562,11.377433368889017,28.626553741553042,0.32326086523985076,19.587386994107344,59.95444009196383,0.09752888875168075,1.0,147.21571377786802,0.22511446665754065,46.80655610166846,171.94790799669678,0.3637570509027199,50.0,,,
136,sEEG-1023,1,LPI6,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LPI6-fooof.json,9.271016897065472,0.5114348174066006,3.4703608389417058,14.930041205199752,0.39814456951074995,6.959461658683624,179.8794349337922,0.19875026112378436,1.0,,,,,,,,,
137,sEEG-1023,1,LPI7,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LPI7-fooof.json,8.769333486269108,0.45648884134327616,3.5341480747375846,13.756431085949892,0.3013028591716367,7.088247057490997,179.84633944108768,0.1786968507715283,1.0014949074029196,,,,,,,,,
138,sEEG-1023,1,LPI8,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LPI8-fooof.json,79.6140887205004,0.14665497231261249,47.06937817364537,,,,,,,,,,,,,,,
139,sEEG-1023,1,LPI9,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LPI9-fooof.json,14.873025829838618,0.15128601655075613,5.164742339254,177.47726166004475,0.08624565868830025,28.035423754608303,189.5289732571178,0.11789697150259926,18.485977271099877,196.2319188372646,0.13626159493801637,9.227962726072235,199.1545360416064,0.1691988884356288,2.4575398642379875,,,
140,sEEG-1023,1,LPI10,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LPI10-fooof.json,12.834975432818425,0.27970040642168215,42.964279747357246,14.475010523321366,0.4389064023905913,2.920709714294651,193.94756414480926,0.11580537319023954,40.00559580380701,,,,,,,,,
141,sEEG-1023,1,LPI11,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LPI11-fooof.json,14.287942269014945,0.28633757904804114,2.9268264633100523,60.75651256933328,0.09760303467674447,7.541457347893969,67.37794893795908,0.11965391095902511,21.15990548048353,81.46571565476309,0.14590654348224774,33.6589786830746,179.96788891396216,0.21105388524714463,1.0,,,
142,sEEG-1023,1,LPI12,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LPI12-fooof.json,12.984483036679004,0.38567647144367356,8.569730077378326,23.535756561052956,0.13434978974312095,6.772879009668869,81.91433093612439,0.10605848315740829,29.471716989725188,102.364,0.08154099533968484,39.75571925942885,,,,,,
143,sEEG-1023,1,LPI13,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-LPI13-fooof.json,11.909821504540753,0.5234042816551039,8.633705255759027,,,,,,,,,,,,,,,
144,sEEG-1023,1,RPI10,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RPI10-fooof.json,7.775143304707914,0.20591379919143904,4.442023160754427,8.458342381307357,0.26651381137964947,2.507527246453182,14.90550450371731,0.49723469898308714,6.314024401434964,24.49746226344941,0.16817212138296256,21.030078569484008,,,,,,
145,sEEG-1023,1,RPI11,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RPI11-fooof.json,7.340100714944298,0.11443951475730785,1.0,14.390008575521692,0.616889173081427,4.892747529151144,20.81647427575159,0.33893445363902863,15.854008934476559,30.05430748662074,0.16308795918801877,10.727416063811264,,,,,,
146,sEEG-1023,1,RPI12,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RPI12-fooof.json,13.958579894585663,0.5034037657980761,3.9377587347287473,22.299750689238756,0.26277467942438015,11.444995914040346,,,,,,,,,,,,
147,sEEG-1023,1,RPI13,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RPI13-fooof.json,14.209130327446738,0.2891949427343157,3.167489941856041,22.399953040096484,0.1721323505604868,10.05574658163372,,,,,,,,,,,,
148,sEEG-1023,1,RPI14,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RPI14-fooof.json,9.629766859030411,0.09679382998079866,50.0,182.236,0.15168063959360012,33.285073898942066,,,,,,,,,,,,
149,sEEG-1023,1,RPI15,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1023-1-RPI15-fooof.json,9.11776685903041,0.10921538335906611,50.0,182.917208573788,0.09832265682191554,1.0,196.1929854618271,0.13584244543142354,45.54514797104265,198.6957210077865,0.13665451869616163,20.75780226064045,,,,,,
150,sEEG-1029,0,RPS1,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RPS1-fooof.json,2.230325144272808,0.4104226812563745,7.414990450636233,80.48561564040828,0.14619086038988982,21.77792060210943,83.83499405414817,0.1518431274407792,11.810139255473642,89.38554920932647,0.11549315851038955,16.9512781940848,128.04911657048478,0.11101193659861863,37.87427304024105,,,
151,sEEG-1029,0,RPS2,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RPS2-fooof.json,56.69782557714925,0.11551542462089337,50.0,76.79959593024141,0.15071881363862794,25.39027060912211,,,,,,,,,,,,
152,sEEG-1029,0,RPS3,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RPS3-fooof.json,4.046883429515206,0.3325736736336289,6.853500593377053,32.990719309036415,0.18577731602207415,5.859255952732955,54.88223314096959,0.12345246519845432,38.407088410716696,,,,,,,,,
153,sEEG-1029,0,RPS4,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RPS4-fooof.json,4.880324877267984,0.5952161951732613,6.443331249835166,26.037657818695457,0.5580519146950049,4.838176521593949,33.86187405332823,0.2714983750091786,10.288257808549991,,,,,,,,,
154,sEEG-1029,0,RPS9,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RPS9-fooof.json,1.024,0.591618498677505,1.7890355031604785,5.663960794086637,0.38894580810928403,4.331671202969065,33.90654653938104,0.6008283474506246,7.876662699731431,,,,,,,,,
155,sEEG-1029,0,RPS12,cortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RPS12-fooof.json,2.230325144272808,0.5179074664340639,5.709129339864932,6.91215587296734,0.49877187912500354,2.478779210973127,31.560174785955436,0.5279705601040021,6.92399477727909,51.996514914503905,0.17093028223264106,11.364608488275698,,,,,,
156,sEEG-1029,0,RCM1,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RCM1-fooof.json,9.78740424537521,0.39293893119003087,9.731970439852384,21.15034796865048,0.17750170281105326,13.033578609377884,32.04659128160624,0.5162186885326161,6.3308692082274645,,,,,,,,,
157,sEEG-1029,0,RCM2,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RCM2-fooof.json,1.024,0.47054885309076333,12.631476231654373,31.145289190375486,0.27795138727739577,5.429590110773315,184.92212444969837,0.21886723301322775,50.0,,,,,,,,,
158,sEEG-1029,0,RCM3,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RCM3-fooof.json,32.900035332755614,0.5878148642929819,8.02113377166617,185.43530694219052,0.17482256496875515,50.0,194.51561528615224,0.1903392334888423,1.0,198.18626462818136,0.22685990814268564,4.553396780729779,198.48673649160156,0.22547086214470902,5.582580691436545,,,
159,sEEG-1029,0,RCM4,subcortical,../fooof_fits_sEEG_2021101_r4_fir1_pw1/sEEG-1029-0-RCM4-fooof.json,23.666808768879847,0.18011090898112236,9.415140070690283,34.12133781740921,0.8552833751410684,8.338551168262935,,,,,,,,,,,,
