dbs_target	electrode_type	se_offset	se_log_knee	se_exponent	sd_offset	sd_log_knee	sd_exponent	offset	log_knee	exponent
NA	subcortical	0.22348844488798647	0.07722272611150109	0.09722986225666694	0.632120779588525	0.2184188531806156	0.2750075797420926	0.6268418637008648	-0.7009737348573503	1.3520007793265985
NA	cortical	0.2965073941330906	0.1354977301364829	0.11141261263238013	0.8386495562538429	0.38324545525956755	0.315122455608264	1.983448139138825	0.8790064748770723	2.9840316697737963
